;population;shop_distances;cafe_distances;bank_distances;atm_distances;station_distances;shop_mean_distance;cafe_mean_distance;bank_mean_distance;atm_mean_distance;station_mean_distance
0;1146;[278.3478552810309];[48.7099256117294, 143.48674220125412, 36.129341609494865];[];[32.93665077009522];[29.964409629873533, 86.58755007782091, 290.0873138470206, 60.19176503239923, 289.68464770981615, 290.14046221807973, 290.12295679127715, 62.864240696108396, 73.06769300643616, 46.51370468879117, 95.13346324690141];278.3478552810309;76.1086698074928;;32.93665077009522;146.75983699495677
