;0;1;2;3;4;5;6
1371;891f5e0dd4bffff;2184.7582728230627;0;0;0;5;0
1372;891f5e0dd53ffff;961.2601426249958;1;2;1;7;0
1373;891f5e0c697ffff;407.5430747551579;0;0;0;0;0
1374;891f5e0f12fffff;1181.9300583925983;0;0;0;0;0
1375;891f5e0f127ffff;469.1746624092091;0;0;5;1;0
1376;891f5e0c54bffff;1583.7547017061756;1;1;2;2;0
1377;891f5e3b257ffff;28.431598745560784;0;0;1;1;0
1378;891f5e0c8b7ffff;1010.1597217044274;1;0;0;1;1
1379;891f5e0cc1bffff;460.6061041088133;1;0;4;2;1
1380;891f5e0cc23ffff;1484.5571041280973;5;4;3;5;0
1381;891f5e0ccd7ffff;2834.2793697480543;0;0;0;4;0
1382;891f5e0d8b3ffff;635.476999442808;0;0;1;6;0
1383;891f5e0c857ffff;1292.4437514606275;0;0;0;6;0
1384;891f5e0ceafffff;2481.6176692817644;0;0;2;2;0
1385;891f5e0c1a7ffff;1095.8051971528268;1;0;0;5;0
1386;891f5e0ccd3ffff;1235.936104765073;0;0;0;3;0
1387;891f5e0c66bffff;688.7370242874061;0;0;2;0;0
1388;891f5e0ca6fffff;1032.3869200234471;2;0;0;0;0
1389;891f5e0d973ffff;3397.2285871859026;0;0;0;4;0
1390;891f5e0d90fffff;2943.7526574484677;2;0;2;15;0
1391;891f5e0d977ffff;577.2971682757122;0;1;0;0;0
1392;891f5e0d903ffff;1175.0159763913816;0;1;2;7;0
1393;891f5e0d917ffff;350.39085909852713;0;0;1;1;0
1394;891f5e0d997ffff;5059.145701253169;1;0;0;10;0
1395;891f5e0d983ffff;1792.2179793136536;0;0;0;6;0
1396;891f5e0ccdbffff;1661.4992952945688;3;0;0;3;0
1397;891f5e0dd5bffff;2980.3471737696445;3;0;6;3;0
1398;891f5e0c27bffff;834.8761292859658;0;0;0;2;0
1399;891f5e0c6a7ffff;334.3263260340155;1;0;0;1;0
1400;891f5e0dd03ffff;547.1819649573966;0;1;1;6;0
1401;891f5e0d893ffff;618.9749392256454;0;0;1;2;0
1402;891f5e0dc27ffff;437.928969931801;0;0;0;1;0
1403;891f5e0dc2fffff;1413.7717380321983;0;0;1;1;0
1404;891f5e0dd07ffff;1077.4739544973645;10;1;1;13;0
1405;891f5e0c4bbffff;37.122322153253016;1;0;0;3;0
1406;891f5e0d897ffff;1627.4403757502525;1;0;1;2;0
1407;891f5e0ca47ffff;1060.005026856658;2;0;2;7;0
1408;891f5e0d883ffff;4324.518959637391;0;0;0;3;0
1409;891f5e0d89bffff;873.597015889439;2;0;2;3;0
1410;891f5e0ca17ffff;2473.325153907819;0;0;0;4;0
1411;891f5e0caabffff;1565.2674601590509;0;0;0;2;0
1412;891f5e0c30fffff;3390.997892463707;3;0;4;8;0
1413;891f5e0c307ffff;829.6054098143384;1;0;0;7;0
1414;891f5e0cabbffff;1757.512517507245;0;0;0;1;0
1415;891f5e0ca8fffff;1679.5025869371982;0;0;4;0;0
1416;891f5e0caa3ffff;2701.055618521139;3;0;0;0;0
1417;891f5e0cab3ffff;360.1711540144991;0;0;0;0;0
1418;891f5e0c04fffff;2528.6175387733538;2;1;3;5;0
1419;891f5e0c043ffff;553.1541179870769;0;0;0;0;0
1420;891f5e0c047ffff;481.1758609166057;1;0;4;1;0
1421;891f5e0d887ffff;3284.9204619790257;0;0;0;3;0
1422;891f5e0d88fffff;3494.5711533336225;0;0;0;1;0
1423;891f5e0d88bffff;673.4322132440726;0;0;0;4;0
1424;891f5e0ceabffff;1586.1639890022375;0;0;2;6;0
1425;891f5e0c257ffff;501.69024537911815;0;0;0;0;0
1426;891f5e0d8bbffff;2743.353828875852;0;0;0;2;0
1427;891f5e0d8abffff;410.05119562903377;0;0;0;2;0
1428;891f5e0d817ffff;2444.55225131744;0;0;0;3;0
1429;891f5e0c67bffff;829.9263912133572;0;0;3;0;0
1430;891f5e0cab7ffff;776.3529837434335;0;0;0;2;0
1431;891f5e0c86bffff;240.15688971728164;0;0;0;2;0
1432;891f5e0c12bffff;654.8548990440976;0;0;6;0;0
1433;891f5e0c477ffff;1320.135775312321;0;0;0;0;0
1434;891f5e0c407ffff;2861.749835139436;0;0;0;0;0
1435;891f5e0c40fffff;1671.0948289382764;0;0;0;0;0
1436;891f5e0c4abffff;892.1658157965886;0;0;0;0;0
1437;891f5e0c417ffff;668.1318765255462;0;0;0;3;0
1438;891f5e7649bffff;3359.087646619994;0;0;0;0;0
1439;891f486d18fffff;2130.5700848191905;0;2;7;2;0
1440;891f486d1bbffff;2392.8078123039245;5;1;15;1;0
1441;891f486d117ffff;1099.9657742741554;3;7;10;4;1
1442;891f486d197ffff;2498.1079960569377;4;1;8;3;0
1443;891f486d52fffff;3203.757827642046;1;0;4;1;0
1444;891f486c25bffff;4391.742778816661;2;1;7;0;0
1445;891f486d1b3ffff;2175.0742847942042;4;4;2;4;0
1446;891f486c24bffff;2831.177271084185;5;1;10;1;0
1447;891f486c24fffff;2800.671224859031;8;0;1;1;0
1448;891f486d187ffff;2834.4443030706543;2;3;0;6;0
1449;891f486f303ffff;1912.1404544681511;0;0;2;0;0
1450;891f486f33bffff;3124.163271878366;0;0;3;1;0
1451;891f486f307ffff;2375.8972242131745;2;0;2;0;0
1452;891f486f30fffff;3568.9048248174918;4;0;6;4;0
1453;891f486f377ffff;2959.8406768703676;0;1;3;3;0
1454;891f486f317ffff;1755.735198150292;0;0;1;4;0
1455;891f486d583ffff;3323.1715669989835;1;1;2;11;0
1456;891f486f32bffff;2312.927169428679;2;1;2;2;0
1457;891f486d593ffff;3114.106865223469;0;0;3;5;0
1458;891f486f367ffff;2769.1066186348135;0;0;1;7;0
1459;891f486d58bffff;2080.797216927174;0;0;2;5;0
1460;891f486d59bffff;3206.4368919646545;2;0;3;1;0
1461;891f486f32fffff;340.77646307085735;4;1;3;2;0
1462;891f486d3dbffff;229.8448356339672;0;0;0;2;0
1463;891f486d3c3ffff;85.93296631719093;4;0;0;0;0
1464;891f486d037ffff;2593.6444447490403;3;1;3;3;2
1465;891f486d1cbffff;2850.6894510052894;0;0;4;4;1
1466;891f486d637ffff;2228.1127721594594;0;0;0;0;0
1467;891f486d0cbffff;636.6156363896908;1;0;0;0;0
1468;891f486d623ffff;1430.5687095115045;0;0;0;0;0
1469;891f486d62fffff;908.628517374198;1;0;1;3;0
1470;891f486d627ffff;1545.8987861141675;3;1;5;0;0
1471;891f486d05bffff;725.3871837409135;0;0;0;2;0
1472;891f486decfffff;539.8454594312961;1;1;0;0;0
1473;891f486de53ffff;47.0269849046251;0;0;1;0;0
1474;891f486de1bffff;243.39689186782778;1;0;0;0;0
1475;891f486de13ffff;2110.870291573847;3;1;3;0;0
1476;891f486de57ffff;461.62853575294787;2;0;1;0;0
1477;891f486f347ffff;1328.7666975936918;1;0;1;2;0
1478;891f486d4b3ffff;2266.520093308234;2;0;0;11;0
1479;891f486f34fffff;159.10834403391107;0;0;1;0;0
1480;891f486d487ffff;544.0968040876207;0;0;2;4;0
1481;891f486d5d3ffff;2053.0337576119227;0;0;4;3;0
1482;891f486d1b7ffff;2763.162290009913;1;0;3;2;0
1483;891f486c27bffff;2942.6117148017306;1;0;1;0;0
1484;891f486d193ffff;4512.50415466867;0;0;3;8;0
1485;891f486f127ffff;2903.840886803885;1;0;0;4;0
1486;891f486e273ffff;655.3964499976488;1;1;1;2;0
1487;891f486f123ffff;3226.290444434974;2;0;0;4;0
1488;891f486c4cbffff;2070.435220516306;2;0;0;7;0
1489;891f486d483ffff;4653.214683877725;0;0;0;6;0
1490;891f486d49bffff;1044.6466194689026;0;0;0;3;0
1491;891f486d4bbffff;1549.9643774608653;1;0;1;4;0
1492;891f486d497ffff;2030.4241820566108;3;0;2;11;0
1493;891f486d417ffff;2925.5703457790974;3;0;0;9;0
1494;891f486d433ffff;45.211559975546486;0;0;0;0;0
1495;891f486d4a3ffff;457.7979369383371;0;0;2;0;0
1496;891f486d4abffff;747.4317979862469;0;0;0;0;0
1497;891f486d0afffff;3163.796110827665;2;0;0;0;0
1498;891f486d1dbffff;827.7897614423189;0;0;1;0;0
1499;891f486d113ffff;1077.1487125182969;1;1;3;5;1
1500;891f486d1c7ffff;813.5300472419394;1;0;3;0;0
1501;891f486d11bffff;1110.121859705326;1;2;5;4;0
1502;891f486d18bffff;441.86559182943347;1;0;6;1;0
1503;891f486c243ffff;1661.6509648258532;5;0;5;0;0
1504;891f486f567ffff;767.2276797711812;0;0;0;0;0
1505;891f486f577ffff;168.03419853579263;1;0;0;0;0
1506;891f486f52bffff;558.8083554785019;0;0;0;0;0
1507;891f486f53bffff;432.6596732471738;0;0;1;0;0
1508;891f486c2cfffff;2204.9863232370285;1;0;0;0;0
1509;891f486c253ffff;1100.17292382726;11;2;0;2;0
1510;891f486c2cbffff;1225.3433861420394;0;0;0;2;0
1511;891f486c247ffff;1483.1000920970928;1;0;2;0;0
1512;891f486c20fffff;2689.2625063374426;1;1;0;1;0
1513;891f486c273ffff;1833.2760173399315;3;0;3;3;0
1514;891f486c257ffff;315.4020137884774;0;0;1;0;0
1515;891f486d5afffff;1679.0837595072976;0;0;1;1;0
1516;891f486c2d7ffff;1968.0005812078828;3;0;2;1;0
1517;891f486c66fffff;641.8427535267285;1;0;6;0;0
1518;891f486c2c7ffff;1483.5488011641717;1;0;0;0;0
1519;891f486c2c3ffff;566.4398885823642;0;0;2;0;0
1520;891f486d527ffff;1502.2749241959868;5;0;6;1;0
1521;891f486f363ffff;924.7538399903328;0;1;1;8;0
1522;891f486f36fffff;1014.8430525992046;2;1;2;4;0
1523;891f486d533ffff;2715.935821341741;1;0;1;2;2
1524;891f486d507ffff;606.3007056001022;0;0;1;1;0
1525;891f486d523ffff;1818.228970353115;0;0;4;0;0
1526;891f486d1a3ffff;1241.5403513203119;1;0;4;4;0
1527;891f486d183ffff;851.3269532409007;4;0;8;3;0
1528;891f486d103ffff;1552.357496373402;1;0;3;1;0
1529;891f486d10bffff;2765.519072760368;0;0;4;0;0
1530;891f486f1b7ffff;3699.6519935549727;1;0;4;6;0
1531;891f486f1a3ffff;1957.9994600913315;5;0;0;7;0
1532;891f486f1a7ffff;3262.3454695151704;0;0;1;3;0
1533;891f486c4d3ffff;3693.4573990931044;1;0;0;1;0
1534;891f486f1afffff;2594.807441640661;5;1;6;9;0
1535;891f486f1abffff;1304.6708130431803;0;0;0;0;0
1536;891f486d54fffff;863.2148681027279;2;0;0;1;0
1537;891f486d54bffff;270.8453336480788;0;0;0;0;0
1538;891f486d543ffff;801.5732221670833;0;0;1;0;0
1539;891f486d547ffff;1916.2296158220506;1;0;2;2;0
1540;891f486d50bffff;128.29994452863352;0;0;9;3;0
1541;891f486d133ffff;1888.511723839959;1;0;2;2;0
1542;891f486d1abffff;1224.1961743332947;0;0;2;3;0
1543;891f486d48fffff;4378.031679570999;0;0;3;8;0
1544;891f486d493ffff;1134.3608062792214;2;0;0;3;0
1545;891f486d413ffff;1794.6304210615865;1;0;1;8;0
1546;891f486d48bffff;1433.0010261118355;2;0;0;6;0
1547;891f486f357ffff;1458.17453376614;0;0;2;3;0
1548;891f486f37bffff;3206.5474430255654;0;0;2;1;0
1549;891f486d5c3ffff;2609.8972929166853;1;0;3;3;0
1550;891f486d5dbffff;3124.424415590799;0;0;0;0;0
1551;891f486d5cbffff;2076.5106148526174;3;2;0;8;0
1552;891f486d4afffff;69.74794112687424;0;0;0;0;0
1553;891f486d4a7ffff;1642.440217145669;1;0;0;8;0
1554;891f486f1b3ffff;3388.7522034519516;0;0;0;5;0
1555;891f486f38bffff;718.8686609335654;1;0;1;4;0
1556;891f4bd29b3ffff;252.10005674950384;1;0;1;0;0
1557;891f4bd29a3ffff;86.45320329792769;0;0;0;0;0
1558;891f486da4bffff;1346.9238296729745;1;0;0;0;0
1559;891f486c4dbffff;534.6085384343309;3;0;0;15;0
1560;891f486e26bffff;731.2100895435417;0;0;2;1;0
1561;891f486e27bffff;1139.053741483514;1;0;2;3;0
1562;891f486f137ffff;2339.496415556822;0;0;1;6;0
1563;891f486f12fffff;998.0733912401352;0;0;0;0;0
1564;891f486de0bffff;1026.4827636842442;0;2;1;3;0
1565;891f486de03ffff;186.47063876353664;2;1;2;0;0
1566;891f486dea3ffff;98.36614934868939;0;0;0;0;0
1567;891f486de17ffff;511.8106104618871;1;0;3;1;0
1568;891f486c67bffff;190.7111631134996;0;0;0;3;0
1569;891f486c667ffff;233.70063851786614;0;0;0;0;0
1570;891f486c657ffff;123.04953546685311;0;0;0;0;0
1571;891f486dc7bffff;49.815650910362876;0;0;0;0;0
1572;891f486de8fffff;37.03798073586628;2;0;0;0;0
1573;891f486d0b3ffff;1007.5114380605505;0;1;0;2;0
1574;891f486d12bffff;157.20069160568733;6;1;1;2;0
1575;891f486d123ffff;337.6379835203474;2;0;0;3;0
1576;891f486d167ffff;14.99776680646658;2;0;3;0;0
1577;891f486d0a3ffff;1729.2247885440206;0;0;1;0;0
1578;891f486d633ffff;1435.999323107792;0;0;0;0;0
1579;891f486d0cfffff;37.94906207531241;0;0;0;0;0
1580;891f486d107ffff;412.97247572226433;0;5;10;2;0
1581;891f486d163ffff;47.02809474889972;0;2;2;1;0
1582;891f486d1afffff;38.534472517567494;0;1;0;1;0
1583;891f486d1a7ffff;71.04963747773272;0;0;2;0;0
1584;891f486d12fffff;7.471363743073798;0;0;1;0;0
1585;891f486d04fffff;55.60985010071901;1;0;3;1;0
1586;891f486c23bffff;301.30866535475883;1;0;0;0;0
1587;891f486c203ffff;1412.6818569180523;0;1;0;0;0
1588;891f486c66bffff;272.9994811662225;0;0;0;0;0
1589;891f486c2d3ffff;2041.9342833270284;0;0;2;0;0
1590;891f486d19bffff;808.6094150645814;1;0;12;0;0
1591;891f486d537ffff;927.1477019621716;1;0;6;0;0
1592;891f486c2dbffff;468.9748807135032;0;0;0;0;0
1593;891f486d17bffff;203.84490372708134;0;0;0;0;0
1594;891f486c22bffff;415.36328061430174;0;0;0;0;0
1595;891f486d147ffff;120.60230277234503;0;0;2;0;0
1596;891f486d14fffff;263.7926976267327;0;0;2;0;0
1597;891f486d207ffff;286.7799823383005;0;0;0;2;0
1598;891f486d20fffff;725.7397637190011;1;0;0;0;0
1599;891f486d067ffff;5.16406699479641;0;0;2;0;0
1600;891f486d07bffff;32.61601510976718;0;0;1;2;0
1601;891f486d047ffff;48.255785548667326;2;0;2;5;0
1602;891f486d287ffff;7.691401507893442;0;0;0;0;0
1603;891f486d217ffff;92.52184987743422;0;0;0;1;0
1604;891f486dc93ffff;82.17112552776032;0;0;0;0;0
1605;891f486c277ffff;729.019240153997;0;0;0;2;0
1606;891f486c267ffff;751.4540693623952;0;0;0;1;0
1607;891f486c263ffff;152.79439081028644;0;0;0;4;0
1608;891f486d15bffff;39.99007294050968;0;0;0;0;0
1609;891f486d027ffff;1025.2921166332442;3;0;2;1;0
1610;891f486d023ffff;449.3425631896584;1;0;1;6;0
1611;891f486f30bffff;1606.7179159096904;1;1;0;9;0
1612;891f486f313ffff;996.7287628210839;2;0;2;4;0
1613;891f486f373ffff;5899.089554829191;3;0;7;10;0
1614;891f486d5d7ffff;6864.360401658609;3;1;3;2;0
1615;891f486d5c7ffff;1261.6502801815413;0;0;1;1;0
1616;891f486f133ffff;1417.0335113001247;2;0;5;3;0
1617;891f486e24fffff;722.1701685241567;2;0;4;3;0
1618;891f486e243ffff;3140.749324775491;0;0;1;1;0
1619;891f486e24bffff;1826.271931843826;0;0;0;1;0
1620;891f486f187ffff;87.4711735659169;0;0;0;0;0
1621;891f486deb3ffff;453.6796708645561;0;0;0;2;0
1622;891f486d6abffff;269.90713082397434;0;0;0;0;0
1623;891f486d607ffff;702.1296052060889;0;0;0;0;0
1624;891f486d617ffff;607.8576652188431;0;0;0;0;0
1625;891f486d137ffff;297.13545119909725;0;0;0;0;0
1626;891f486d157ffff;487.1091638026239;0;0;0;0;0
1627;891f486d033ffff;1272.0337189784882;0;0;0;8;4
1628;891f486de47ffff;773.7716210521276;0;0;0;0;0
1629;891f486f1bbffff;308.7768175230844;0;0;0;0;0
1630;891f486e253ffff;536.7275140536645;0;0;0;0;0
1631;891f486f197ffff;81.10236627643675;0;0;0;0;0
1632;891f486d13bffff;6.059141511400393;7;4;9;0;0
1633;891f486d007ffff;8.225096850217557;0;0;0;1;0
1634;891f486e25bffff;617.5408148728969;1;0;0;2;0
1635;891f486e257ffff;68.39017668328052;0;0;0;1;0
1636;891f486d60fffff;30.613292734975783;0;0;0;0;0
1637;891f486f527ffff;35.975387116207166;0;0;0;0;0
1638;891f486f31bffff;325.2148267793314;0;0;7;4;0
1639;891f5dc4c23ffff;1389.473805582849;1;0;4;6;0
1640;891f5dc4c2bffff;2452.940274305741;1;0;2;6;0
1641;891f5dc4893ffff;1899.7471058724766;0;0;1;3;0
1642;891f5dc4c37ffff;924.8538545719397;4;0;3;2;0
1643;891f5dc4cafffff;1374.2578135786894;1;1;3;3;0
1644;891f5dc4c27ffff;3149.3821791683913;3;0;2;1;0
1645;891f5dc4c2fffff;2072.933282072107;1;0;3;1;0
1646;891f5dc4d5bffff;1776.1860153597124;0;0;3;5;0
1647;891f5dc41afffff;328.710330387363;0;0;0;7;0
1648;891f5dc4173ffff;784.8775900542051;1;0;0;3;0
1649;891f5dc417bffff;1619.375050195347;1;1;1;5;0
1650;891f5dc4177ffff;227.85601119008862;0;0;2;1;0
1651;891f5dc410fffff;577.566383577437;0;0;0;2;0
1652;891f5dc4e87ffff;4894.874500510716;1;0;1;8;0
1653;891f5dc4c4bffff;867.9254517156294;1;1;0;5;0
1654;891f5dc4023ffff;456.1103935586896;0;0;1;4;0
1655;891f5dc402fffff;100.12267528297748;2;1;0;3;0
1656;891f5dc4027ffff;56.91557306946616;0;0;0;0;0
1657;891f5d13613ffff;1106.272627152163;2;0;0;2;0
1658;891f5d1368fffff;2999.255606209807;0;0;2;1;0
1659;891f5dc6a7bffff;27.430182163912193;0;0;1;3;0
1660;891f5dc6a73ffff;45.03440200920939;4;2;1;5;14
1661;891f5dc6843ffff;3521.2281269449277;0;0;0;8;1
1662;891f5dc6b73ffff;1297.6732005946296;3;0;7;2;2
1663;891f5dc6b47ffff;2353.228742486139;2;3;9;9;6
1664;891f5dc6b67ffff;3899.7035493028143;1;0;0;2;0
1665;891f5dc6b6fffff;2169.7993904938103;2;0;1;7;4
1666;891f5dc6b63ffff;481.1347119463944;7;0;1;3;0
1667;891f5dc6b77ffff;1883.9778143204626;2;2;4;7;4
1668;891f5dc4dd7ffff;1723.3513557423385;0;0;1;2;0
1669;891f5dc4d9bffff;1122.5379264271075;2;0;3;2;0
1670;891f5dc4dd3ffff;434.1066888243905;0;0;2;0;0
1671;891f5dc4d57ffff;511.12444809787667;2;0;3;3;0
1672;891f5dc4dcfffff;304.223923370017;0;0;0;3;0
1673;891f5dc4d53ffff;1637.7876637660609;1;1;3;3;0
1674;891f5dc4dcbffff;1137.30657345033;1;1;2;1;0
1675;891f5dc4ca7ffff;1418.6531440703993;2;0;0;1;0
1676;891f5dc4ddbffff;406.7589044943841;0;0;0;0;0
1677;891f5dc6853ffff;6479.198539161206;5;2;1;11;0
1678;891f5dc68cbffff;2230.547943649053;0;0;0;2;0
1679;891f5dc6b43ffff;1726.7110398908492;5;11;14;8;4
1680;891f5dc4e8bffff;6120.9746357819795;3;0;0;3;0
1681;891f5dc4e83ffff;3276.90400904784;1;0;0;3;0
1682;891f5dc4e8fffff;1362.688497012075;0;0;0;2;0
1683;891f5dc4ebbffff;4013.0493293325385;1;0;1;4;0
1684;891f5dc4c67ffff;2162.297404148005;0;0;3;1;0
1685;891f5dc489bffff;409.83380789416987;0;0;0;3;0
1686;891f5dc4c77ffff;641.8899434706107;1;0;2;1;0
1687;891f5dc4eb3ffff;2035.644738405192;0;0;0;2;0
1688;891f5dc4c6fffff;527.2593287572672;0;0;0;1;0
1689;891f5dc43a3ffff;1721.0831946202643;1;0;0;2;0
1690;891f5dc4edbffff;2911.321445736648;1;0;0;2;0
1691;891f5dc43b7ffff;1176.9908040377197;2;0;4;4;4
1692;891f5dc43a7ffff;2337.164822429434;1;0;1;1;0
1693;891f5dc4ed3ffff;351.15859523716045;1;0;0;2;0
1694;891f5d13633ffff;1495.8522602982657;0;0;1;1;0
1695;891f5d1360fffff;2879.9463746245283;1;0;2;5;0
1696;891f5d1363bffff;4143.692704508918;1;0;3;1;0
1697;891f5d13677ffff;1153.2844264597484;0;1;0;1;0
1698;891f5d13607ffff;296.314489533093;1;0;3;0;0
1699;891f5d1362fffff;1157.8418932273335;0;0;0;0;0
1700;891f5d1362bffff;1917.5407505993096;5;0;4;7;0
1701;891f5d13627ffff;1332.544902372003;0;0;0;0;0
1702;891f5dc68c7ffff;2238.3203857011745;1;0;1;8;7
1703;891f5dc6857ffff;3253.62062738233;1;0;7;5;0
1704;891f5dc6813ffff;1155.7055988962434;1;0;0;5;4
1705;891f5dc681bffff;2980.0804476823537;0;0;3;5;0
1706;891f5dc6803ffff;1228.5710429428393;2;0;0;2;0
1707;891f5dc680bffff;2686.388905238215;2;1;3;5;0
1708;891f5dc6847ffff;1382.6240066192827;2;0;3;7;0
1709;891f5dc68cfffff;5285.166447614363;1;0;2;5;0
1710;891f5dc680fffff;1964.8544488363032;0;0;0;7;0
1711;891f5dc6877ffff;470.67598093741;0;0;0;2;0
1712;891f5dc6873ffff;2558.9083692660065;0;0;1;1;0
1713;891f5dc6acbffff;134.95482620372522;2;0;0;1;1
1714;891f5dc693bffff;1077.0363926695643;0;0;0;3;4
1715;891f5dc6977ffff;1022.6007114548245;0;0;2;3;0
1716;891f5dc6ba7ffff;1273.8361842247928;1;0;1;2;0
1717;891f5dc694fffff;224.38060763003313;0;0;2;2;0
1718;891f5d1344bffff;2529.9160647895683;1;0;1;4;0
1719;891f5d136bbffff;332.641915883118;0;0;1;0;0
1720;891f5d136b3ffff;606.8281191254982;0;0;2;2;0
1721;891f5d13617ffff;895.0996644422246;1;0;0;1;0
1722;891f5d13687ffff;1287.740413732153;2;1;1;3;0
1723;891f5d1344fffff;398.1148177418546;0;0;0;0;0
1724;891f5dc68abffff;713.1638474176775;0;0;0;3;0
1725;891f5dc68afffff;997.5616253008441;1;0;0;1;0
1726;891f5dc4c97ffff;803.0762353020383;4;4;0;4;2
1727;891f5dc6b4bffff;1436.7204022241297;3;3;6;5;0
1728;891f5dc4cb3ffff;74.04528181868994;0;1;2;5;0
1729;891f5dc4c83ffff;495.07176920514803;1;1;5;0;0
1730;891f5dc6b0bffff;1020.0797592576145;0;0;1;1;0
1731;891f5dc6a27ffff;1468.2766187932784;9;1;5;7;9
1732;891f5dc6bcbffff;1059.8019717178952;1;0;1;2;0
1733;891f5dc6b53ffff;81.04996863358087;5;5;2;4;5
1734;891f5dc6b57ffff;277.77066367876165;0;0;3;0;0
1735;891f5dc6a23ffff;29.43122335978313;1;0;1;1;0
1736;891f5dc4c9bffff;229.5545544216341;4;0;4;2;0
1737;891f5dc6a77ffff;26.156636625970872;0;0;0;0;0
1738;891f5dc6a63ffff;28.11252544743548;0;0;10;4;0
1739;891f5dc4cd3ffff;145.6773928291803;0;0;1;1;0
1740;891f5dc413bffff;410.82542607559446;0;0;0;2;0
1741;891f5dc4133ffff;1458.4125961137504;5;2;4;7;0
1742;891f5dc4107ffff;161.14973912935073;0;0;0;4;0
1743;891f5dc4c1bffff;8.989754866268093;0;0;0;0;0
1744;891f5dc6a6bffff;150.0305562118626;0;0;1;2;0
1745;891f5d13667ffff;96.27202462843779;0;0;0;2;0
1746;891f5dc4da7ffff;65.08294489901411;0;0;0;0;0
1747;891f5d1366bffff;43.228127166210605;1;0;0;0;0
1748;891f5d132d3ffff;62.44234269170509;0;0;0;0;0
1749;891f5d13643ffff;311.1877402496851;3;0;2;3;0
1750;891f5d13657ffff;545.224794664337;0;0;1;2;0
1751;891f5dc6b3bffff;17.190001253949667;0;0;0;0;0
1752;891f5dc6b07ffff;28.321413664510814;0;0;0;0;0
1753;891f5dc68d3ffff;250.11394716702227;0;0;0;0;0
1754;891f5dc4e17ffff;1303.5464679842114;0;0;2;3;0
1755;891f5dc4e03ffff;5341.78544442158;0;0;0;1;0
1756;891f5dc4e07ffff;1891.8823850367016;0;0;0;2;0
1757;891f5dc4387ffff;142.1974051945514;1;0;0;2;0
1758;891f5dc4397ffff;110.37258316008845;0;0;0;2;1
1759;891f5dc41dbffff;372.08583923175996;0;0;0;0;0
1760;891f5dc4037ffff;849.6617360315149;1;0;0;1;0
1761;891f5dc4147ffff;63.958136663430125;0;0;1;0;0
1762;891f5dc410bffff;313.4305946540374;0;0;0;2;0
1763;891f5dc46afffff;314.58658834365315;0;0;0;4;2
1764;891f5dc6a33ffff;210.7758866642137;1;0;0;4;2
1765;891f5dc6aa3ffff;40.22925407302797;1;0;1;2;6
1766;891f5dc6927ffff;232.0296814356707;0;0;0;3;0
1767;891f5dc4eabffff;2399.441693722491;0;0;0;5;0
1768;891f5dc4e13ffff;2379.4291711568426;1;0;1;2;0
1769;891f5dc4dc3ffff;40.4519519495887;0;0;0;1;0
1770;891f4c60cbbffff;3561.140788276833;2;0;0;1;0
1771;891f4c60c87ffff;440.940843287275;4;0;1;3;0
1772;891f4c60c03ffff;1933.343165719641;0;0;1;1;0
1773;891f4c60c17ffff;3085.28959274014;8;2;3;1;0
1774;891f4c60c13ffff;613.4206321184399;0;0;0;0;0
1775;891f4c60cabffff;364.1683668727926;0;0;3;1;0
1776;891f4c60cb3ffff;2324.3909505531765;0;0;0;2;0
1777;891f4c60c8fffff;304.01008021989;0;0;1;0;0
1778;891f4c60ca3ffff;1527.2824737725662;1;0;0;3;0
1779;891f4c75e0bffff;1247.1725540798416;1;0;1;2;1
1780;891f4c75e0fffff;1011.6721168656767;0;0;1;0;0
1781;891f4c75e03ffff;1043.467464921879;1;0;2;0;0
1782;891f4c6287bffff;742.5132111575181;0;0;0;0;0
1783;891f4c62863ffff;1438.1868435901767;3;0;3;2;0
1784;891f4c6286bffff;4778.244396235056;0;0;1;0;0
1785;891f4c62867ffff;3238.8017152055922;1;0;2;4;0
1786;891f4c6286fffff;2661.7147831155135;0;0;2;2;0
1787;891f4c62bd3ffff;2643.679217387462;1;0;0;4;0
1788;891f4c62d0fffff;922.6182677839331;2;0;1;0;0
1789;891f4c62dcbffff;1164.0847350959361;1;0;0;3;0
1790;891f4c62d37ffff;734.3163396709217;0;1;8;1;0
1791;891f4c62d73ffff;3360.1291982991333;0;0;0;3;2
1792;891f4c62d6fffff;2020.2565773924043;1;0;0;2;0
1793;891f4c62d2fffff;2305.5359881629424;3;1;3;0;0
1794;891f4c62993ffff;1637.2125099249827;2;2;2;3;0
1795;891f4c62983ffff;2115.453910737901;3;0;3;1;0
1796;891f4c6299bffff;2120.7695496091455;2;0;0;0;0
1797;891f4c62d3bffff;72.61805221315558;1;0;3;3;0
1798;891f4c62d27ffff;1466.6123300515394;3;7;12;5;4
1799;891f4c628a7ffff;2138.547374500932;1;3;5;2;0
1800;891f4c75ccbffff;2333.8123194587542;0;0;2;0;0
1801;891f4c75c53ffff;303.4017944706723;0;0;0;0;0
1802;891f4c628abffff;415.0864941969084;2;1;5;1;0
1803;891f4c62d63ffff;2188.2586976007233;0;0;1;3;0
1804;891f4c62877ffff;1347.010898065971;2;0;3;1;0
1805;891f4c6280fffff;1781.5875742766038;2;1;2;4;0
1806;891f4c6283bffff;2914.7322492913363;3;1;1;6;0
1807;891f4c6282bffff;3775.26229143147;0;2;4;2;0
1808;891f4c62d23ffff;383.82339668489504;0;2;3;1;2
1809;891f4c6291bffff;1560.2753928316624;2;0;1;0;0
1810;891f4c6290bffff;78.39250480583573;0;0;0;1;0
1811;891f4c62817ffff;895.572117185767;1;0;5;1;0
